Season,Week,Spread,Total,Under,Distance
2020,11,2.5,49.5,1,0.0
2024,13,2.5,49.5,1,0.0
2016,15,2.5,49.5,1,0.0
2016,1,2.5,49.0,0,0.5
2017,1,2.0,49.5,1,0.5
2020,3,3.0,49.5,0,0.5
2019,7,3.0,49.5,1,0.5
