Season,Week,Spread,Total,Under,Distance
2023,8,1.5,41.5,1,0.0
2023,1,1.5,41.5,1,0.0
2017,5,1.5,41.5,1,0.0
2015,1,1.5,41.5,1,0.0
2024,1,1.5,41.0,1,0.5
2020,16,1.0,41.5,1,0.5
2019,13,1.0,41.5,0,0.5
