Season,Week,Spread,Total,Under,Distance
2020,3,6.0,42.5,1,0.0
2018,17,6.0,42.5,1,0.0
2018,16,6.5,42.5,1,0.5
2017,7,5.5,42.5,1,0.5
2017,9,5.5,42.5,0,0.5
2019,6,6.0,42.0,1,0.5
2018,17,5.5,42.5,0,0.5
