Season,Week,Spread,Total,Under,Distance
2023,13,5.5,42.5,0,0.0
2018,17,5.5,42.5,0,0.0
2017,7,5.5,42.5,1,0.0
2017,9,5.5,42.5,0,0.0
2020,2,5.5,42.5,0,0.0
2024,17,5.5,42.0,0,0.5
2018,17,6.0,42.5,1,0.5
