Season,Week,Spread,Total,Under,Distance
2021,17,4.5,44.5,1,0.0
2015,10,4.0,44.5,1,0.5
2021,13,4.5,44.0,1,0.5
2019,7,4.0,44.5,1,0.5
2025,3,4.5,44.0,1,0.5
2016,16,4.5,45.0,1,0.5
2016,14,4.5,44.0,0,0.5
