Season,Week,Spread,Total,Under,Distance
2018,4,3.5,53.5,1,0.0
2017,3,3.5,53.5,1,0.0
2020,12,3.5,53.0,1,0.5
2022,14,3.0,53.5,1,0.5
2021,12,3.0,53.5,0,0.5
2020,17,3.0,53.5,0,0.5
2020,4,3.0,53.0,0,0.7071067811865476
