Season,Week,Spread,Total,Under,Distance
2023,10,-3.0,38.5,0,0.0
2024,9,-3.5,38.5,1,0.5
2022,4,-3.0,39.0,1,0.5
2022,3,-3.0,39.0,0,0.5
2017,16,-3.0,39.0,1,0.5
2023,10,-3.5,38.5,1,0.5
2017,5,-3.0,39.0,1,0.5
