Season,Week,Spread,Total,Under,Distance
2021,5,1.5,39.5,0,0.0
2024,7,1.5,39.0,0,0.5
2016,10,1.0,39.0,1,0.7071067811865476
2016,4,1.0,40.0,0,0.7071067811865476
2019,13,1.0,40.0,1,0.7071067811865476
2022,10,1.0,40.0,1,0.7071067811865476
2017,7,2.5,39.5,1,1.0
