Season,Week,Spread,Total,Under,Distance
2021,16,-7.5,46.5,1,0.0
2024,3,-7.5,46.5,0,0.0
2016,7,-7.5,46.5,1,0.0
2021,4,-7.5,46.5,1,0.0
2018,11,-7.5,46.5,1,0.0
2020,2,-7.5,46.5,1,0.0
2015,14,-7.5,46.5,1,0.0
