Season,Week,Spread,Total,Under,Distance
2018,14,-6.5,48.5,0,0.0
2020,16,-6.5,48.5,0,0.0
2021,1,-6.5,48.5,1,0.0
2020,1,-7.0,48.5,1,0.5
2018,2,-6.0,48.5,0,0.5
2019,8,-6.5,49.0,0,0.5
2017,4,-6.5,48.0,0,0.5
