Season,Week,Spread,Total,Under,Distance
2019,9,6.5,48.5,0,0.0
2015,1,6.5,49.0,0,0.5
2017,7,6.5,48.0,0,0.5
2020,9,6.0,48.5,0,0.5
2017,1,6.5,48.0,1,0.5
2020,5,7.0,48.5,1,0.5
2022,1,6.0,48.5,0,0.5
