Season,Week,Spread,Total,Under,Distance
2022,7,13.0,39.5,1,3.0413812651491097
2022,17,12.5,39.5,0,3.1622776601683795
2017,8,11.0,38.5,0,3.2015621187164243
2018,9,10.5,38.0,0,3.3541019662496847
2020,12,17.0,36.5,1,3.5
2020,15,14.5,40.5,0,4.123105625617661
2023,6,9.5,35.5,0,4.123105625617661
