Season,Week,Spread,Total,Under,Distance
2021,17,-12.5,43.5,1,0.0
2020,3,-12.5,44.0,1,0.5
2019,14,-12.0,43.5,1,0.5
2025,9,-13.0,43.0,1,0.7071067811865476
2018,2,-13.5,43.5,1,1.0
2017,15,-12.5,42.5,1,1.0
2021,11,-12.5,42.5,1,1.0
