Season,Week,Spread,Total,Under,Distance
2021,2,3.5,47.5,1,0.0
2020,2,4.0,47.5,0,0.5
2019,12,3.5,47.0,0,0.5
2019,17,3.5,47.0,0,0.5
2016,14,3.5,47.0,1,0.5
2019,13,3.5,47.0,0,0.5
2016,1,3.5,47.0,0,0.5
