Season,Week,Spread,Total,Under,Distance
2015,2,-7.0,46.5,1,0.0
2021,15,-7.0,46.0,1,0.5
2017,6,-7.0,46.0,0,0.5
2022,7,-7.0,46.0,0,0.5
2021,5,-7.0,46.0,0,0.5
2019,17,-7.0,46.0,0,0.5
2024,12,-7.0,46.0,0,0.5
