Season,Week,Spread,Total,Under,Distance
2023,8,-4.5,44.5,0,0.0
2016,16,-4.5,44.5,0,0.0
2015,7,-4.5,44.5,0,0.0
2020,7,-5.0,44.5,1,0.5
2016,5,-4.0,44.5,1,0.5
2022,14,-4.0,44.5,0,0.5
2021,18,-4.0,44.5,0,0.5
