Season,Week,Spread,Total,Under,Distance
2015,16,-10.5,42.5,1,0.0
2017,10,-10.5,42.5,0,0.0
2021,10,-10.5,43.0,0,0.5
2022,8,-10.0,42.5,0,0.5
2020,8,-10.5,43.0,1,0.5
2016,15,-10.5,43.0,0,0.5
2016,3,-10.5,42.0,0,0.5
