Season,Week,Spread,Total,Under,Distance
2016,11,-3.5,52.5,1,0.0
2018,7,-3.5,52.5,1,0.0
2020,15,-3.5,52.5,0,0.0
2018,4,-3.5,52.5,0,0.0
2020,4,-3.5,52.5,0,0.0
2022,1,-3.5,52.5,1,0.0
2018,13,-3.0,52.5,0,0.5
