Season,Week,Spread,Total,Under,Distance
2018,17,7.0,43.5,1,0.0
2024,9,7.0,43.5,0,0.0
2017,3,7.0,43.5,1,0.0
2024,10,7.0,43.5,1,0.0
2019,6,7.0,43.5,0,0.0
2025,4,6.5,43.5,1,0.5
2017,2,7.0,44.0,1,0.5
