Season,Week,Spread,Total,Under,Distance
2017,6,-13.5,37.5,1,1.0
2018,16,-11.5,37.5,0,1.0
2023,9,-13.5,38.5,1,1.4142135623730951
2017,17,-13.5,38.5,1,1.4142135623730951
2019,9,-10.5,37.0,1,2.0615528128088303
2019,13,-10.5,38.5,0,2.23606797749979
2017,15,-10.5,39.0,0,2.5
