Season,Week,Spread,Total,Under,Distance
2024,4,-3.0,40.5,0,0.0
2018,5,-3.0,40.5,0,0.0
2023,2,-3.0,40.5,0,0.0
2017,5,-3.0,40.5,0,0.0
2022,17,-3.5,40.5,0,0.5
2021,2,-3.5,40.5,0,0.5
2024,1,-3.0,40.0,1,0.5
