Season,Week,Spread,Total,Under,Distance
2015,14,11.0,41.0,0,1.5811388300841898
2022,17,12.5,39.5,0,2.0
2019,15,10.5,42.0,0,2.0615528128088303
2022,7,13.0,39.5,1,2.0615528128088303
2023,11,11.0,43.0,0,2.1213203435596424
2021,8,11.0,43.0,0,2.1213203435596424
2024,12,11.0,43.0,0,2.1213203435596424
