Season,Week,Spread,Total,Under,Distance
2020,1,3.5,41.5,1,0.0
2024,6,3.5,41.5,0,0.0
2023,16,3.5,41.5,1,0.0
2017,5,3.5,41.0,1,0.5
2018,1,3.5,41.0,0,0.5
2017,17,3.5,41.0,1,0.5
2018,2,3.5,41.0,1,0.5
