Season,Week,Spread,Total,Under,Distance
2021,18,10.5,42.5,0,0.0
2019,15,10.5,42.0,0,0.5
2024,12,11.0,43.0,0,0.7071067811865476
2021,8,11.0,43.0,0,0.7071067811865476
2023,12,10.0,43.0,0,0.7071067811865476
2019,17,10.0,43.0,0,0.7071067811865476
2023,11,11.0,43.0,0,0.7071067811865476
