Season,Week,Spread,Total,Under,Distance
2025,7,7.0,44.5,0,0.0
2025,6,7.0,44.5,1,0.0
2020,17,7.0,44.5,0,0.0
2017,2,7.0,44.0,1,0.5
2020,10,7.0,44.0,1,0.5
2021,15,6.5,44.5,1,0.5
2018,15,7.0,44.0,0,0.5
