Season,Week,Spread,Total,Under,Distance
2019,13,-10.5,38.5,0,0.0
2017,15,-10.5,39.0,0,0.5
2018,3,-10.0,39.0,1,0.7071067811865476
2022,13,-9.5,39.5,1,1.4142135623730951
2018,16,-11.5,37.5,0,1.4142135623730951
2019,9,-10.5,37.0,1,1.5
2024,18,-10.5,40.0,1,1.5
