Season,Week,Spread,Total,Under,Distance
2025,9,-14.0,44.0,0,0.5
2025,6,-14.0,45.0,0,0.5
2018,17,-14.0,45.0,1,0.5
2024,18,-14.0,45.0,0,0.5
2017,3,-13.5,44.5,0,0.5
2017,2,-14.0,44.0,0,0.5
2019,8,-14.0,44.0,1,0.5
