Season,Week,Spread,Total,Under,Distance
2023,6,-10.5,47.5,1,0.0
2017,16,-11.0,47.5,0,0.5
2022,8,-10.5,47.0,1,0.5
2015,10,-10.5,47.0,1,0.5
2017,12,-10.5,47.0,0,0.5
2015,2,-10.0,47.5,1,0.5
2019,6,-10.5,47.0,1,0.5
