Season,Week,Spread,Total,Under,Distance
2023,1,1.5,47.5,1,0.0
2023,18,1.5,47.5,1,0.0
2017,13,1.5,47.0,0,0.5
2018,14,1.0,47.5,1,0.5
2016,3,1.5,47.0,1,0.5
2021,7,2.0,47.5,0,0.5
2022,4,1.0,47.5,1,0.5
