Season,Week,Spread,Total,Under,Distance
2020,5,-2.5,53.5,1,0.0
2021,10,-3.0,53.5,1,0.5
2021,1,-3.0,53.5,1,0.5
2023,4,-2.5,53.0,0,0.5
2016,11,-3.0,53.5,1,0.5
2018,11,-3.0,53.5,0,0.5
2017,9,-2.5,53.0,1,0.5
