Season,Week,Spread,Total,Under,Distance
2015,14,-1.5,41.5,1,0.0
2023,6,-1.5,41.5,1,0.0
2021,7,-1.5,41.5,1,0.0
2023,3,-1.5,41.5,1,0.0
2023,1,-1.5,41.5,0,0.0
2015,15,-1.5,42.0,1,0.5
2016,12,-1.5,42.0,1,0.5
