Season,Week,Spread,Total,Under,Distance
2021,9,-10.0,48.5,1,0.5
2020,4,-11.0,48.5,1,0.5
2018,10,-11.0,48.5,1,0.5
2020,13,-11.0,48.5,1,0.5
2018,16,-10.0,48.5,0,0.5
2021,5,-10.0,48.0,0,0.7071067811865476
2021,14,-10.0,48.0,0,0.7071067811865476
