Season,Week,Spread,Total,Under,Distance
2015,15,-5.5,43.0,0,0.5
2019,6,-6.0,42.5,1,0.5
2024,5,-5.5,43.0,1,0.5
2016,2,-5.5,42.0,0,0.5
2022,5,-5.5,42.0,1,0.5
2016,1,-5.5,43.0,1,0.5
2024,15,-5.5,43.0,1,0.5
