Season,Week,Spread,Total,Under,Distance
2015,3,-6.5,40.5,1,0.0
2018,17,-6.0,40.5,1,0.5
2017,14,-6.0,40.5,1,0.5
2015,6,-7.0,40.5,0,0.5
2022,18,-6.5,40.0,1,0.5
2023,11,-6.5,40.0,0,0.5
2015,6,-7.0,40.5,0,0.5
