Season,Week,Spread,Total,Under,Distance
2019,17,5.0,36.5,0,0.5
2023,14,6.0,37.0,0,0.7071067811865476
2025,11,6.0,37.0,1,0.7071067811865476
2019,13,5.5,37.5,0,1.0
2023,2,4.5,36.5,0,1.0
2019,12,5.5,37.5,1,1.0
2025,13,5.0,35.5,1,1.118033988749895
