Season,Week,Spread,Total,Under,Distance
2018,17,-5.5,39.5,0,0.0
2017,6,-5.5,39.5,0,0.0
2023,15,-5.5,39.5,1,0.0
2024,3,-5.5,40.0,0,0.5
2022,17,-5.5,39.0,0,0.5
2016,16,-6.0,39.5,0,0.5
2019,11,-5.0,40.0,1,0.7071067811865476
