Season,Week,Spread,Total,Under,Distance
2019,9,10.5,43.5,0,0.0
2019,10,10.5,44.0,0,0.5
2023,12,10.0,43.0,0,0.7071067811865476
2023,11,11.0,43.0,0,0.7071067811865476
2019,17,10.0,43.0,0,0.7071067811865476
2024,12,11.0,43.0,0,0.7071067811865476
2021,8,11.0,43.0,0,0.7071067811865476
