Season,Week,Spread,Total,Under,Distance
2024,10,-6.0,53.5,0,0.0
2025,7,-6.0,53.0,1,0.5
2020,5,-6.5,54.0,1,0.7071067811865476
2018,3,-5.5,53.0,0,0.7071067811865476
2018,16,-6.5,53.0,0,0.7071067811865476
2021,2,-6.5,54.0,0,0.7071067811865476
2016,13,-6.5,53.0,1,0.7071067811865476
