Season,Week,Spread,Total,Under,Distance
2025,15,-12.5,38.0,1,0.5
2017,17,-13.5,38.5,1,1.0
2023,9,-13.5,38.5,1,1.0
2018,16,-11.5,37.5,0,1.4142135623730951
2017,6,-13.5,37.5,1,1.4142135623730951
2025,16,-14.0,38.5,0,1.5
2015,16,-12.0,40.0,0,1.5811388300841898
