Season,Week,Spread,Total,Under,Distance
2020,10,-13.5,47.5,1,0.0
2023,5,-13.0,47.5,1,0.5
2021,2,-13.5,48.0,0,0.5
2023,6,-14.0,47.5,0,0.5
2022,12,-14.0,47.0,1,0.7071067811865476
2019,11,-13.0,48.0,1,0.7071067811865476
2024,11,-14.0,47.0,0,0.7071067811865476
