Season,Week,Spread,Total,Under,Distance
2015,14,-8.5,46.5,1,0.0
2023,8,-8.5,46.5,0,0.0
2018,6,-9.0,46.5,0,0.5
2021,1,-8.0,46.5,0,0.5
2017,12,-8.5,47.0,1,0.5
2023,2,-8.0,47.0,0,0.7071067811865476
2023,12,-8.0,47.0,0,0.7071067811865476
