Season,Week,Spread,Total,Under,Distance
2019,15,-10.5,50.0,0,0.5
2015,6,-10.5,51.0,1,0.5
2018,2,-10.0,51.0,1,0.7071067811865476
2016,5,-10.0,50.0,1,0.7071067811865476
2021,11,-11.0,50.0,1,0.7071067811865476
2018,10,-10.0,51.0,0,0.7071067811865476
2018,1,-10.0,50.0,0,0.7071067811865476
