Season,Week,Spread,Total,Under,Distance
2018,4,3.0,41.5,0,0.0
2022,16,3.0,41.5,1,0.0
2021,1,3.0,41.5,1,0.0
2023,4,3.0,41.5,1,0.0
2017,10,3.0,41.5,0,0.0
2017,4,3.0,41.5,1,0.0
2015,15,3.0,41.5,1,0.0
