Season,Week,Spread,Total,Under,Distance
2020,17,-15.5,47.5,1,1.0
2018,10,-16.5,49.5,1,1.4142135623730951
2018,14,-17.0,48.5,1,1.5
2021,8,-14.0,49.0,1,1.5811388300841898
2017,12,-17.0,49.0,0,1.5811388300841898
2023,6,-14.0,47.5,0,1.8027756377319946
2017,15,-16.5,47.0,0,1.8027756377319946
