Season,Week,Spread,Total,Under,Distance
2022,18,7.0,42.5,1,0.0
2017,16,7.5,42.5,1,0.5
2022,2,7.0,42.0,1,0.5
2025,7,7.0,42.0,0,0.5
2023,8,6.5,42.5,0,0.5
2020,17,7.0,43.0,0,0.5
2018,16,6.5,42.5,1,0.5
