Season,Week,Spread,Total,Under,Distance
2022,9,-12.5,45.5,1,0.0
2022,17,-12.5,45.0,0,0.5
2019,2,-13.0,46.0,1,0.7071067811865476
2017,8,-13.0,45.0,1,0.7071067811865476
2017,6,-12.0,46.0,0,0.7071067811865476
2017,10,-12.0,45.0,1,0.7071067811865476
2021,15,-11.5,45.5,1,1.0
