Season,Week,Spread,Total,Under,Distance
2024,10,-7.5,38.5,0,0.0
2018,17,-7.5,38.5,0,0.0
2023,11,-7.5,39.0,1,0.5
2022,12,-7.0,38.5,0,0.5
2017,10,-8.0,38.5,0,0.5
2018,1,-7.5,39.0,0,0.5
2017,12,-7.5,39.0,0,0.5
