Season,Week,Spread,Total,Under,Distance
2021,15,-11.5,45.5,1,0.0
2019,12,-11.0,45.5,0,0.5
2017,6,-12.0,46.0,0,0.7071067811865476
2017,10,-12.0,45.0,1,0.7071067811865476
2015,9,-11.0,45.0,1,0.7071067811865476
2023,8,-10.5,45.5,1,1.0
2022,9,-12.5,45.5,1,1.0
