Season,Week,Spread,Total,Under,Distance
2022,2,-9.0,40.5,1,0.5
2024,12,-9.0,40.5,0,0.5
2019,11,-10.0,40.5,0,0.5
2024,4,-10.0,40.5,0,0.5
2021,16,-10.0,40.5,0,0.5
2019,16,-9.5,40.0,0,0.5
2022,4,-9.5,40.0,0,0.5
