Season,Week,Spread,Total,Under,Distance
2024,17,3.5,50.5,0,0.0
2021,6,3.5,50.5,0,0.0
2020,13,3.5,50.0,1,0.5
2018,8,3.5,51.0,0,0.5
2021,1,4.0,50.5,0,0.5
2016,17,3.5,50.0,0,0.5
2023,2,3.5,51.0,1,0.5
