Season,Week,Spread,Total,Under,Distance
2017,12,-2.5,54.0,1,0.5
2016,3,-2.5,54.0,0,0.5
2021,2,-3.0,55.0,1,0.7071067811865476
2020,10,-3.0,55.0,1,0.7071067811865476
2017,2,-3.0,55.0,0,0.7071067811865476
2019,6,-3.5,54.5,0,1.0
2021,14,-3.5,54.5,0,1.0
