Season,Week,Spread,Total,Under,Distance
2022,18,-7.5,43.5,0,0.0
2024,11,-7.5,43.5,0,0.0
2019,2,-7.5,43.0,1,0.5
2022,5,-7.0,43.5,1,0.5
2020,6,-7.0,43.5,1,0.5
2018,5,-7.0,43.5,0,0.5
2018,7,-7.0,43.5,1,0.5
