Season,Week,Spread,Total,Under,Distance
2020,15,-6.5,49.5,0,0.0
2016,13,-6.5,49.5,1,0.0
2015,10,-6.0,49.5,1,0.5
2017,8,-6.5,49.0,1,0.5
2022,7,-6.5,49.0,1,0.5
2019,8,-6.5,49.0,0,0.5
2015,5,-6.0,49.5,0,0.5
