Season,Week,Spread,Total,Under,Distance
2016,7,-7.0,51.5,1,0.0
2022,5,-7.0,51.5,0,0.0
2015,1,-7.0,52.0,1,0.5
2020,2,-7.0,51.0,0,0.5
2020,14,-7.0,52.0,1,0.5
2021,12,-7.5,51.5,0,0.5
2024,6,-6.5,51.5,0,0.5
