Season,Week,Spread,Total,Under,Distance
2017,6,-13.5,37.5,1,1.4142135623730951
2018,16,-11.5,37.5,0,1.4142135623730951
2025,15,-12.5,38.0,1,1.5
2019,9,-10.5,37.0,1,2.0615528128088303
2023,9,-13.5,38.5,1,2.23606797749979
2017,17,-13.5,38.5,1,2.23606797749979
2025,16,-14.0,38.5,0,2.5
