Season,Week,Spread,Total,Under,Distance
2019,3,-5.5,43.5,1,0.0
2016,9,-5.5,43.5,0,0.0
2016,1,-5.5,43.0,1,0.5
2017,15,-5.0,43.5,1,0.5
2024,15,-5.5,43.0,1,0.5
2024,5,-5.5,43.0,1,0.5
2015,15,-5.5,43.0,0,0.5
