Season,Week,Spread,Total,Under,Distance
2023,10,2.5,48.5,0,0.0
2016,4,2.5,48.5,0,0.0
2017,1,2.5,48.5,0,0.0
2022,12,2.5,48.5,0,0.0
2024,1,2.5,48.5,0,0.0
2016,14,2.0,48.5,0,0.5
2017,10,2.0,48.5,0,0.5
