Season,Week,Spread,Total,Under,Distance
2024,4,-2.5,46.5,1,0.0
2021,5,-2.5,46.5,0,0.0
2018,13,-2.5,46.5,1,0.0
2016,1,-2.5,46.5,0,0.0
2017,7,-3.0,46.5,0,0.5
2017,15,-3.0,46.5,0,0.5
2017,2,-3.0,46.5,0,0.5
