Season,Week,Spread,Total,Under,Distance
2021,11,-5.5,47.5,0,0.0
2019,4,-5.5,47.5,1,0.0
2021,3,-5.5,47.5,1,0.0
2024,9,-5.5,47.0,1,0.5
2017,13,-5.5,48.0,0,0.5
2016,11,-5.5,47.0,1,0.5
2024,6,-5.5,47.0,0,0.5
