Season,Week,Spread,Total,Under,Distance
2024,1,2.5,48.5,0,0.0
2025,9,2.5,48.5,0,0.0
2023,10,2.5,48.5,0,0.0
2016,4,2.5,48.5,0,0.0
2017,1,2.5,48.5,0,0.0
2025,4,2.5,48.5,0,0.0
2022,12,2.5,48.5,0,0.0
