Season,Week,Spread,Total,Under,Distance
2021,13,7.0,46.5,0,0.0
2020,7,7.0,46.0,0,0.5
2025,4,6.5,46.5,0,0.5
2020,12,7.5,46.5,1,0.5
2019,11,7.5,46.5,0,0.5
2016,12,6.5,46.5,1,0.5
2021,11,7.0,47.0,1,0.5
